Locations of bus and train stops of station-visits,time of day of station-visits,action at this station,number of station-visits per day
IMM Bldg,15:30,interchanging,3.225806451612903
IMM Bldg,16:00,alighting,58.064516129032256
IMM Bldg,16:00,boarding,87.09677419354838
IMM Bldg,16:00,interchanging,3.225806451612903
IMM Bldg,16:30,alighting,43.54838709677419
IMM Bldg,16:30,boarding,95.16129032258064
IMM Bldg,16:30,interchanging,1.6129032258064515
IMM Bldg,17:00,alighting,62.903225806451616
IMM Bldg,17:00,boarding,91.93548387096774
IMM Bldg,17:00,interchanging,8.064516129032258
IMM Bldg,17:30,alighting,64.51612903225806
IMM Bldg,17:30,boarding,127.41935483870968
IMM Bldg,17:30,interchanging,4.838709677419355
IMM Bldg,18:00,alighting,66.12903225806451
IMM Bldg,18:00,boarding,103.2258064516129
IMM Bldg,18:00,interchanging,3.225806451612903
IMM Bldg,18:30,alighting,83.87096774193549
IMM Bldg,18:30,boarding,125.80645161290323
IMM Bldg,18:30,interchanging,1.6129032258064515
IMM Bldg,19:00,alighting,58.064516129032256
IMM Bldg,19:00,boarding,88.70967741935483
IMM Bldg,19:00,interchanging,1.6129032258064515
IMM Bldg,19:30,alighting,70.96774193548387
IMM Bldg,19:30,boarding,95.16129032258064
IMM Bldg,19:30,interchanging,6.451612903225806
IMM Bldg,20:00,alighting,58.064516129032256
IMM Bldg,20:00,boarding,101.61290322580645
IMM Bldg,20:00,interchanging,1.6129032258064515
IMM Bldg,20:30,alighting,32.25806451612903
IMM Bldg,20:30,boarding,82.25806451612904
IMM Bldg,20:30,interchanging,1.6129032258064515
IMM Bldg,21:00,alighting,30.64516129032258
IMM Bldg,21:00,boarding,124.19354838709677
IMM Bldg,21:00,interchanging,3.225806451612903
IMM Bldg,21:30,alighting,12.903225806451612
IMM Bldg,21:30,boarding,83.87096774193549
IMM Bldg,22:00,alighting,16.129032258064516
IMM Bldg,22:00,boarding,106.45161290322581
IMM Bldg,22:00,interchanging,1.6129032258064515
IMM Bldg,22:30,alighting,19.35483870967742
IMM Bldg,22:30,boarding,56.45161290322581
IMM Bldg,22:30,interchanging,1.6129032258064515
IMM Bldg,23:00,alighting,4.838709677419355
IMM Bldg,23:00,boarding,22.580645161290324
IMM Bldg,23:30,alighting,9.67741935483871
IMM Bldg,23:30,boarding,6.451612903225806
Intl Business Pk,00:00,boarding,1.6129032258064515
Intl Business Pk,06:30,alighting,4.838709677419355
Intl Business Pk,07:00,alighting,3.225806451612903
Intl Business Pk,07:30,alighting,12.903225806451612
Intl Business Pk,08:00,alighting,19.35483870967742
Intl Business Pk,08:30,alighting,22.580645161290324
Intl Business Pk,08:30,boarding,4.838709677419355
Intl Business Pk,09:00,alighting,9.67741935483871
Intl Business Pk,09:30,alighting,9.67741935483871
Intl Business Pk,10:00,alighting,1.6129032258064515
Intl Business Pk,11:30,alighting,1.6129032258064515
Intl Business Pk,11:30,boarding,1.6129032258064515
Intl Business Pk,12:00,alighting,3.225806451612903
Intl Business Pk,12:00,boarding,1.6129032258064515
Intl Business Pk,13:00,boarding,1.6129032258064515
Intl Business Pk,16:00,alighting,1.6129032258064515
Intl Business Pk,16:30,alighting,1.6129032258064515
Intl Business Pk,16:30,boarding,1.6129032258064515
Intl Business Pk,17:00,boarding,4.838709677419355
Intl Business Pk,18:00,boarding,9.67741935483871
Intl Business Pk,18:30,boarding,3.225806451612903
Intl Business Pk,19:00,boarding,1.6129032258064515
Intl Business Pk,20:30,boarding,3.225806451612903
Intl Business Pk,21:00,boarding,3.225806451612903
Intl Business Pk,21:30,boarding,1.6129032258064515
Intl Business Pk,22:00,boarding,1.6129032258064515
Intl Business Pk,23:00,boarding,3.225806451612903
Jurong East,00:00,alighting,238.70967741935485
Jurong East,00:00,boarding,70.96774193548387
Jurong East,00:00,interchanging,103.2258064516129
Jurong East,00:30,alighting,45.16129032258065
Jurong East,00:30,interchanging,3.225806451612903
Jurong East,01:00,interchanging,1.6129032258064515
Jurong East,04:30,boarding,1.6129032258064515
Jurong East,04:30,interchanging,3.225806451612903
Jurong East,05:00,boarding,66.12903225806451
Jurong East,05:00,interchanging,3.225806451612903
Jurong East,05:30,alighting,141.93548387096774
Jurong East,05:30,boarding,393.5483870967742
Jurong East,05:30,interchanging,169.3548387096774
Jurong East,06:00,alighting,1072.5806451612902
Jurong East,06:00,boarding,730.6451612903226
Jurong East,06:00,interchanging,3087.0967741935483
Jurong East,06:30,alighting,2583.8709677419356
Jurong East,06:30,boarding,1132.258064516129
Jurong East,06:30,interchanging,5461.290322580645
Jurong East,07:00,alighting,4070.967741935484
Jurong East,07:00,boarding,1467.741935483871
Jurong East,07:00,interchanging,8364.516129032258
Jurong East,07:30,alighting,4841.935483870968
Jurong East,07:30,boarding,1533.8709677419354
Jurong East,07:30,interchanging,10027.41935483871
Jurong East,08:00,alighting,4111.290322580645
Jurong East,08:00,boarding,1551.6129032258063
Jurong East,08:00,interchanging,9264.516129032258
Jurong East,08:30,alighting,2995.1612903225805
Jurong East,08:30,boarding,1351.6129032258063
Jurong East,08:30,interchanging,6740.322580645161
Jurong East,09:00,alighting,2001.6129032258063
Jurong East,09:00,boarding,1006.4516129032259
Jurong East,09:00,interchanging,4258.064516129032
Jurong East,09:30,alighting,1595.1612903225807
Jurong East,09:30,boarding,748.3870967741935
Jurong East,09:30,interchanging,3641.935483870968
Jurong East,10:00,alighting,1433.8709677419354
Jurong East,10:00,boarding,753.2258064516129
Jurong East,10:00,interchanging,2843.548387096774
Jurong East,10:30,alighting,1580.6451612903227
Jurong East,10:30,boarding,795.1612903225806
Jurong East,10:30,interchanging,2548.3870967741937
Jurong East,11:00,alighting,1541.9354838709678
Jurong East,11:00,boarding,858.0645161290323
Jurong East,11:00,interchanging,2427.4193548387098
Jurong East,11:30,alighting,1653.225806451613
Jurong East,11:30,boarding,914.516129032258
Jurong East,11:30,interchanging,2596.7741935483873
Jurong East,12:00,alighting,1572.5806451612902
Jurong East,12:00,boarding,1058.0645161290322
Jurong East,12:00,interchanging,2596.7741935483873
Jurong East,12:30,alighting,1612.9032258064517
Jurong East,12:30,boarding,1256.4516129032259
Jurong East,12:30,interchanging,2812.9032258064517
Jurong East,13:00,alighting,1648.3870967741937
Jurong East,13:00,boarding,1322.5806451612902
Jurong East,13:00,interchanging,2866.1290322580644
Jurong East,13:30,alighting,1770.967741935484
Jurong East,13:30,boarding,1314.516129032258
Jurong East,13:30,interchanging,2841.935483870968
Jurong East,14:00,alighting,1650
Jurong East,14:00,boarding,1306.4516129032259
Jurong East,14:00,interchanging,2608.064516129032
Jurong East,14:30,alighting,1716.1290322580646
Jurong East,14:30,boarding,1420.967741935484
Jurong East,14:30,interchanging,2661.2903225806454
Jurong East,15:00,alighting,1527.4193548387098
Jurong East,15:00,boarding,1627.4193548387098
Jurong East,15:00,interchanging,2746.7741935483873
Jurong East,15:30,alighting,1619.3548387096773
Jurong East,15:30,boarding,1614.516129032258
Jurong East,15:30,interchanging,2962.9032258064517
Jurong East,16:00,alighting,1754.8387096774193
Jurong East,16:00,boarding,1935.483870967742
Jurong East,16:00,interchanging,3462.9032258064517
Jurong East,16:30,alighting,1851.6129032258063
Jurong East,16:30,boarding,2124.1935483870966
Jurong East,16:30,interchanging,3964.516129032258
Jurong East,17:00,alighting,2248.3870967741937
Jurong East,17:00,boarding,3132.2580645161293
Jurong East,17:00,interchanging,4990.322580645161
Jurong East,17:30,alighting,2938.7096774193546
Jurong East,17:30,boarding,4554.8387096774195
Jurong East,17:30,interchanging,6717.741935483871
Jurong East,18:00,alighting,3630.6451612903224
Jurong East,18:00,boarding,5693.548387096775
Jurong East,18:00,interchanging,8511.290322580646
Jurong East,18:30,alighting,4325.806451612903
Jurong East,18:30,boarding,4854.8387096774195
Jurong East,18:30,interchanging,8745.161290322581
Jurong East,19:00,alighting,3017.7419354838707
Jurong East,19:00,boarding,3379.032258064516
Jurong East,19:00,interchanging,6551.612903225807
Jurong East,19:30,alighting,2506.451612903226
Jurong East,19:30,boarding,3014.516129032258
Jurong East,19:30,interchanging,5154.8387096774195
Jurong East,20:00,alighting,1777.4193548387098
Jurong East,20:00,boarding,2851.6129032258063
Jurong East,20:00,interchanging,4509.677419354839
Jurong East,20:30,alighting,1374.1935483870968
Jurong East,20:30,boarding,2777.4193548387098
Jurong East,20:30,interchanging,3575.8064516129034
Jurong East,21:00,alighting,1225.8064516129032
Jurong East,21:00,boarding,2856.451612903226
Jurong East,21:00,interchanging,3583.8709677419356
Jurong East,21:30,alighting,1106.4516129032259
Jurong East,21:30,boarding,2916.1290322580644
Jurong East,21:30,interchanging,3711.2903225806454
Jurong East,22:00,alighting,1096.774193548387
Jurong East,22:00,boarding,2614.516129032258
Jurong East,22:00,interchanging,3477.4193548387098
Jurong East,22:30,alighting,946.7741935483871
Jurong East,22:30,boarding,1270.967741935484
Jurong East,22:30,interchanging,2909.6774193548385
Jurong East,23:00,alighting,645.1612903225806
Jurong East,23:00,boarding,825.8064516129032
Jurong East,23:00,interchanging,1940.3225806451612
Jurong East,23:30,alighting,514.516129032258
Jurong East,23:30,boarding,374.19354838709677
Jurong East,23:30,interchanging,738.7096774193549
Jurong East Lib,00:00,boarding,4.838709677419355
Jurong East Lib,05:30,alighting,3.225806451612903
Jurong East Lib,05:30,interchanging,27.419354838709676
Jurong East Lib,06:00,alighting,14.516129032258064
Jurong East Lib,06:00,boarding,8.064516129032258
Jurong East Lib,06:00,interchanging,67.74193548387096
Jurong East Lib,06:30,alighting,20.967741935483872
Jurong East Lib,06:30,boarding,12.903225806451612
Jurong East Lib,06:30,interchanging,66.12903225806451
Jurong East Lib,07:00,alighting,14.516129032258064
Jurong East Lib,07:00,boarding,29.032258064516128
Jurong East Lib,07:00,interchanging,82.25806451612904
Jurong East Lib,07:30,alighting,24.193548387096776
Jurong East Lib,07:30,boarding,30.64516129032258
Jurong East Lib,07:30,interchanging,90.3225806451613
Jurong East Lib,08:00,alighting,17.741935483870968
Jurong East Lib,08:00,boarding,29.032258064516128
Jurong East Lib,08:00,interchanging,37.096774193548384
Jurong East Lib,08:30,alighting,17.741935483870968
Jurong East Lib,08:30,boarding,17.741935483870968
Jurong East Lib,08:30,interchanging,30.64516129032258
Jurong East Lib,09:00,alighting,14.516129032258064
Jurong East Lib,09:00,boarding,3.225806451612903
Jurong East Lib,09:00,interchanging,25.806451612903224
Jurong East Lib,09:30,alighting,12.903225806451612
Jurong East Lib,09:30,interchanging,16.129032258064516
Jurong East Lib,10:00,alighting,25.806451612903224
Jurong East Lib,10:00,boarding,1.6129032258064515
Jurong East Lib,10:00,interchanging,19.35483870967742
Jurong East Lib,10:30,alighting,27.419354838709676
Jurong East Lib,10:30,boarding,6.451612903225806
Jurong East Lib,10:30,interchanging,11.290322580645162
Jurong East Lib,11:00,alighting,17.741935483870968
Jurong East Lib,11:00,boarding,11.290322580645162
Jurong East Lib,11:00,interchanging,16.129032258064516
Jurong East Lib,11:30,alighting,19.35483870967742
Jurong East Lib,11:30,boarding,6.451612903225806
Jurong East Lib,11:30,interchanging,14.516129032258064
Jurong East Lib,12:00,alighting,29.032258064516128
Jurong East Lib,12:00,boarding,20.967741935483872
Jurong East Lib,12:00,interchanging,17.741935483870968
Jurong East Lib,12:30,alighting,17.741935483870968
Jurong East Lib,12:30,boarding,11.290322580645162
Jurong East Lib,12:30,interchanging,6.451612903225806
Jurong East Lib,13:00,alighting,40.32258064516129
Jurong East Lib,13:00,boarding,17.741935483870968
Jurong East Lib,13:00,interchanging,9.67741935483871
Jurong East Lib,13:30,alighting,32.25806451612903
Jurong East Lib,13:30,boarding,11.290322580645162
Jurong East Lib,13:30,interchanging,8.064516129032258
Jurong East Lib,14:00,alighting,29.032258064516128
Jurong East Lib,14:00,boarding,17.741935483870968
Jurong East Lib,14:00,interchanging,16.129032258064516
Jurong East Lib,14:30,alighting,38.70967741935484
Jurong East Lib,14:30,boarding,25.806451612903224
Jurong East Lib,14:30,interchanging,6.451612903225806
Jurong East Lib,15:00,alighting,25.806451612903224
Jurong East Lib,15:00,boarding,20.967741935483872
Jurong East Lib,15:00,interchanging,1.6129032258064515
Jurong East Lib,15:30,alighting,19.35483870967742
Jurong East Lib,15:30,boarding,17.741935483870968
Jurong East Lib,15:30,interchanging,11.290322580645162
Jurong East Lib,16:00,alighting,20.967741935483872
Jurong East Lib,16:00,boarding,27.419354838709676
Jurong East Lib,16:00,interchanging,14.516129032258064
Jurong East Lib,16:30,alighting,22.580645161290324
Jurong East Lib,16:30,boarding,19.35483870967742
Jurong East Lib,16:30,interchanging,16.129032258064516
Jurong East Lib,17:00,alighting,32.25806451612903
Jurong East Lib,17:00,boarding,22.580645161290324
Jurong East Lib,17:00,interchanging,4.838709677419355
Jurong East Lib,17:30,alighting,24.193548387096776
Jurong East Lib,17:30,boarding,29.032258064516128
Jurong East Lib,17:30,interchanging,9.67741935483871
Jurong East Lib,18:00,alighting,12.903225806451612
Jurong East Lib,18:00,boarding,62.903225806451616
Jurong East Lib,18:00,interchanging,16.129032258064516
Jurong East Lib,18:30,alighting,38.70967741935484
Jurong East Lib,18:30,boarding,41.935483870967744
Jurong East Lib,18:30,interchanging,9.67741935483871
Jurong East Lib,19:00,alighting,16.129032258064516
Jurong East Lib,19:00,boarding,33.87096774193548
Jurong East Lib,19:00,interchanging,6.451612903225806
Jurong East Lib,19:30,alighting,4.838709677419355
Jurong East Lib,19:30,boarding,41.935483870967744
Jurong East Lib,19:30,interchanging,6.451612903225806
Jurong East Lib,20:00,alighting,6.451612903225806
Jurong East Lib,20:00,boarding,51.61290322580645
Jurong East Lib,20:00,interchanging,11.290322580645162
Jurong East Lib,20:30,alighting,9.67741935483871
Jurong East Lib,20:30,boarding,37.096774193548384
Jurong East Lib,20:30,interchanging,4.838709677419355
Jurong East Lib,21:00,alighting,8.064516129032258
Jurong East Lib,21:00,boarding,58.064516129032256
Jurong East Lib,21:00,interchanging,4.838709677419355
Jurong East Lib,21:30,alighting,1.6129032258064515
Jurong East Lib,21:30,boarding,45.16129032258065
Jurong East Lib,21:30,interchanging,3.225806451612903
Jurong East Lib,22:00,boarding,33.87096774193548
Jurong East Lib,22:00,interchanging,3.225806451612903
Jurong East Lib,22:30,boarding,32.25806451612903
Jurong East Lib,22:30,interchanging,6.451612903225806
Jurong East Lib,23:00,boarding,9.67741935483871
Jurong East Lib,23:00,interchanging,3.225806451612903
Jurong East Lib,23:30,boarding,17.741935483870968
Jurong East Lib,23:30,interchanging,1.6129032258064515
Jurong East Stn/Int,00:00,boarding,4.838709677419355
Jurong East Stn/Int,05:30,alighting,9.67741935483871
Jurong East Stn/Int,05:30,boarding,4.838709677419355
Jurong East Stn/Int,06:00,alighting,11.290322580645162
Jurong East Stn/Int,06:00,boarding,6.451612903225806
Jurong East Stn/Int,06:30,alighting,11.290322580645162
Jurong East Stn/Int,06:30,boarding,8.064516129032258
Jurong East Stn/Int,07:00,alighting,4.838709677419355
Jurong East Stn/Int,07:00,boarding,1.6129032258064515
Jurong East Stn/Int,07:30,alighting,4.838709677419355
Jurong East Stn/Int,07:30,boarding,3.225806451612903
Jurong East Stn/Int,08:00,alighting,6.451612903225806
Jurong East Stn/Int,08:00,boarding,1.6129032258064515
Jurong East Stn/Int,08:30,boarding,9.67741935483871
Jurong East Stn/Int,09:00,alighting,3.225806451612903
Jurong East Stn/Int,09:00,boarding,1.6129032258064515
Jurong East Stn/Int,09:30,alighting,4.838709677419355
Jurong East Stn/Int,09:30,boarding,6.451612903225806
Jurong East Stn/Int,10:00,alighting,1.6129032258064515
Jurong East Stn/Int,10:00,boarding,3.225806451612903
Jurong East Stn/Int,10:30,alighting,3.225806451612903
Jurong East Stn/Int,10:30,boarding,3.225806451612903
Jurong East Stn/Int,11:00,alighting,1.6129032258064515
Jurong East Stn/Int,11:00,boarding,6.451612903225806
Jurong East Stn/Int,11:30,alighting,4.838709677419355
Jurong East Stn/Int,11:30,boarding,3.225806451612903
Jurong East Stn/Int,12:00,alighting,14.516129032258064
Jurong East Stn/Int,12:00,boarding,6.451612903225806
Jurong East Stn/Int,12:30,alighting,6.451612903225806
Jurong East Stn/Int,12:30,boarding,9.67741935483871
Jurong East Stn/Int,13:00,alighting,11.290322580645162
Jurong East Stn/Int,13:00,boarding,11.290322580645162
Jurong East Stn/Int,13:30,alighting,8.064516129032258
Jurong East Stn/Int,13:30,boarding,16.129032258064516
Jurong East Stn/Int,14:00,alighting,3.225806451612903
Jurong East Stn/Int,14:00,boarding,11.290322580645162
Jurong East Stn/Int,14:30,alighting,6.451612903225806
Jurong East Stn/Int,14:30,boarding,8.064516129032258
Jurong East Stn/Int,15:00,alighting,8.064516129032258
Jurong East Stn/Int,15:00,boarding,6.451612903225806
Jurong East Stn/Int,15:30,alighting,8.064516129032258
Jurong East Stn/Int,15:30,boarding,11.290322580645162
Jurong East Stn/Int,16:00,alighting,8.064516129032258
Jurong East Stn/Int,16:00,boarding,16.129032258064516
Jurong East Stn/Int,16:00,interchanging,3.225806451612903
Jurong East Stn/Int,16:30,alighting,11.290322580645162
Jurong East Stn/Int,16:30,boarding,12.903225806451612
Jurong East Stn/Int,17:00,alighting,33.87096774193548
Jurong East Stn/Int,17:00,boarding,16.129032258064516
Jurong East Stn/Int,17:30,alighting,67.74193548387096
Jurong East Stn/Int,17:30,boarding,14.516129032258064
Jurong East Stn/Int,18:00,alighting,79.03225806451613
Jurong East Stn/Int,18:00,boarding,24.193548387096776
Jurong East Stn/Int,18:30,alighting,87.09677419354838
Jurong East Stn/Int,18:30,boarding,40.32258064516129
Jurong East Stn/Int,18:30,interchanging,1.6129032258064515
Jurong East Stn/Int,19:00,alighting,32.25806451612903
Jurong East Stn/Int,19:00,boarding,25.806451612903224
Jurong East Stn/Int,19:30,alighting,22.580645161290324
Jurong East Stn/Int,19:30,boarding,33.87096774193548
Jurong East Stn/Int,20:00,alighting,19.35483870967742
Jurong East Stn/Int,20:00,boarding,20.967741935483872
Jurong East Stn/Int,20:30,alighting,11.290322580645162
Jurong East Stn/Int,20:30,boarding,29.032258064516128
Jurong East Stn/Int,21:00,alighting,8.064516129032258
Jurong East Stn/Int,21:00,boarding,29.032258064516128
Jurong East Stn/Int,21:30,alighting,16.129032258064516
Jurong East Stn/Int,21:30,boarding,37.096774193548384
Jurong East Stn/Int,22:00,alighting,6.451612903225806
Jurong East Stn/Int,22:00,boarding,33.87096774193548
Jurong East Stn/Int,22:30,alighting,3.225806451612903
Jurong East Stn/Int,22:30,boarding,22.580645161290324
Jurong East Stn/Int,23:00,alighting,4.838709677419355
Jurong East Stn/Int,23:00,boarding,17.741935483870968
Jurong East Stn/Int,23:30,boarding,3.225806451612903
Jurong East Temp Int,00:00,alighting,22.580645161290324
Jurong East Temp Int,00:00,boarding,191.93548387096774
Jurong East Temp Int,00:00,interchanging,11.290322580645162
Jurong East Temp Int,00:30,alighting,20.967741935483872
Jurong East Temp Int,00:30,boarding,33.87096774193548
Jurong East Temp Int,00:30,interchanging,6.451612903225806
Jurong East Temp Int,01:00,alighting,16.129032258064516
Jurong East Temp Int,05:30,alighting,174.19354838709677
Jurong East Temp Int,05:30,boarding,103.2258064516129
Jurong East Temp Int,05:30,interchanging,48.38709677419355
Jurong East Temp Int,06:00,alighting,374.19354838709677
Jurong East Temp Int,06:00,boarding,438.7096774193548
Jurong East Temp Int,06:00,interchanging,64.51612903225806
Jurong East Temp Int,06:30,alighting,743.5483870967741
Jurong East Temp Int,06:30,boarding,695.1612903225806
Jurong East Temp Int,06:30,interchanging,72.58064516129032
Jurong East Temp Int,07:00,alighting,988.7096774193549
Jurong East Temp Int,07:00,boarding,1050
Jurong East Temp Int,07:00,interchanging,106.45161290322581
Jurong East Temp Int,07:30,alighting,1072.5806451612902
Jurong East Temp Int,07:30,boarding,1233.8709677419354
Jurong East Temp Int,07:30,interchanging,96.7741935483871
Jurong East Temp Int,08:00,alighting,977.4193548387096
Jurong East Temp Int,08:00,boarding,1274.1935483870968
Jurong East Temp Int,08:00,interchanging,120.96774193548387
Jurong East Temp Int,08:30,alighting,787.0967741935484
Jurong East Temp Int,08:30,boarding,806.4516129032259
Jurong East Temp Int,08:30,interchanging,75.80645161290323
Jurong East Temp Int,09:00,alighting,685.483870967742
Jurong East Temp Int,09:00,boarding,470.96774193548384
Jurong East Temp Int,09:00,interchanging,56.45161290322581
Jurong East Temp Int,09:30,alighting,640.3225806451613
Jurong East Temp Int,09:30,boarding,337.0967741935484
Jurong East Temp Int,09:30,interchanging,45.16129032258065
Jurong East Temp Int,10:00,alighting,609.6774193548387
Jurong East Temp Int,10:00,boarding,287.0967741935484
Jurong East Temp Int,10:00,interchanging,43.54838709677419
Jurong East Temp Int,10:30,alighting,664.516129032258
Jurong East Temp Int,10:30,boarding,298.38709677419354
Jurong East Temp Int,10:30,interchanging,46.774193548387096
Jurong East Temp Int,11:00,alighting,624.1935483870968
Jurong East Temp Int,11:00,boarding,411.2903225806452
Jurong East Temp Int,11:00,interchanging,58.064516129032256
Jurong East Temp Int,11:30,alighting,612.9032258064516
Jurong East Temp Int,11:30,boarding,388.7096774193548
Jurong East Temp Int,11:30,interchanging,59.67741935483871
Jurong East Temp Int,12:00,alighting,658.0645161290323
Jurong East Temp Int,12:00,boarding,422.5806451612903
Jurong East Temp Int,12:00,interchanging,59.67741935483871
Jurong East Temp Int,12:30,alighting,704.8387096774194
Jurong East Temp Int,12:30,boarding,482.258064516129
Jurong East Temp Int,12:30,interchanging,53.225806451612904
Jurong East Temp Int,13:00,alighting,775.8064516129032
Jurong East Temp Int,13:00,boarding,520.9677419354839
Jurong East Temp Int,13:00,interchanging,56.45161290322581
Jurong East Temp Int,13:30,alighting,691.9354838709677
Jurong East Temp Int,13:30,boarding,630.6451612903226
Jurong East Temp Int,13:30,interchanging,77.41935483870968
Jurong East Temp Int,14:00,alighting,675.8064516129032
Jurong East Temp Int,14:00,boarding,654.8387096774194
Jurong East Temp Int,14:00,interchanging,62.903225806451616
Jurong East Temp Int,14:30,alighting,662.9032258064516
Jurong East Temp Int,14:30,boarding,662.9032258064516
Jurong East Temp Int,14:30,interchanging,64.51612903225806
Jurong East Temp Int,15:00,alighting,627.4193548387096
Jurong East Temp Int,15:00,boarding,698.3870967741935
Jurong East Temp Int,15:00,interchanging,64.51612903225806
Jurong East Temp Int,15:30,alighting,629.0322580645161
Jurong East Temp Int,15:30,boarding,759.6774193548387
Jurong East Temp Int,15:30,interchanging,80.64516129032258
Jurong East Temp Int,16:00,alighting,679.0322580645161
Jurong East Temp Int,16:00,boarding,846.7741935483871
Jurong East Temp Int,16:00,interchanging,74.19354838709677
Jurong East Temp Int,16:30,alighting,790.3225806451613
Jurong East Temp Int,16:30,boarding,917.741935483871
Jurong East Temp Int,16:30,interchanging,85.48387096774194
Jurong East Temp Int,17:00,alighting,916.1290322580645
Jurong East Temp Int,17:00,boarding,927.4193548387096
Jurong East Temp Int,17:00,interchanging,83.87096774193549
Jurong East Temp Int,17:30,alighting,1106.4516129032259
Jurong East Temp Int,17:30,boarding,1283.8709677419354
Jurong East Temp Int,17:30,interchanging,104.83870967741936
Jurong East Temp Int,18:00,alighting,1280.6451612903227
Jurong East Temp Int,18:00,boarding,1372.5806451612902
Jurong East Temp Int,18:00,interchanging,79.03225806451613
Jurong East Temp Int,18:30,alighting,1311.2903225806451
Jurong East Temp Int,18:30,boarding,1508.0645161290322
Jurong East Temp Int,18:30,interchanging,98.38709677419355
Jurong East Temp Int,19:00,alighting,962.9032258064516
Jurong East Temp Int,19:00,boarding,1241.9354838709678
Jurong East Temp Int,19:00,interchanging,70.96774193548387
Jurong East Temp Int,19:30,alighting,717.741935483871
Jurong East Temp Int,19:30,boarding,1127.4193548387098
Jurong East Temp Int,19:30,interchanging,59.67741935483871
Jurong East Temp Int,20:00,alighting,579.0322580645161
Jurong East Temp Int,20:00,boarding,1140.3225806451612
Jurong East Temp Int,20:00,interchanging,45.16129032258065
Jurong East Temp Int,20:30,alighting,448.38709677419354
Jurong East Temp Int,20:30,boarding,1093.5483870967741
Jurong East Temp Int,20:30,interchanging,53.225806451612904
Jurong East Temp Int,21:00,alighting,375.80645161290323
Jurong East Temp Int,21:00,boarding,1200
Jurong East Temp Int,21:00,interchanging,43.54838709677419
Jurong East Temp Int,21:30,alighting,293.5483870967742
Jurong East Temp Int,21:30,boarding,1251.6129032258063
Jurong East Temp Int,21:30,interchanging,61.29032258064516
Jurong East Temp Int,22:00,alighting,233.8709677419355
Jurong East Temp Int,22:00,boarding,1156.4516129032259
Jurong East Temp Int,22:00,interchanging,56.45161290322581
Jurong East Temp Int,22:30,alighting,196.7741935483871
Jurong East Temp Int,22:30,boarding,848.3870967741935
Jurong East Temp Int,22:30,interchanging,41.935483870967744
Jurong East Temp Int,23:00,alighting,153.2258064516129
Jurong East Temp Int,23:00,boarding,622.5806451612904
Jurong East Temp Int,23:00,interchanging,51.61290322580645
Jurong East Temp Int,23:30,alighting,82.25806451612904
Jurong East Temp Int,23:30,boarding,458.06451612903226
Jurong East Temp Int,23:30,interchanging,29.032258064516128
Jurong Polyclinic,00:00,alighting,8.064516129032258
Jurong Polyclinic,00:30,alighting,6.451612903225806
Jurong Polyclinic,00:30,boarding,3.225806451612903
Jurong Polyclinic,01:00,alighting,1.6129032258064515
Jurong Polyclinic,05:00,boarding,11.290322580645162
Jurong Polyclinic,05:30,alighting,4.838709677419355
Jurong Polyclinic,05:30,boarding,54.83870967741935
Jurong Polyclinic,06:00,alighting,41.935483870967744
Jurong Polyclinic,06:00,boarding,188.70967741935485
Jurong Polyclinic,06:00,interchanging,1.6129032258064515
Jurong Polyclinic,06:30,alighting,167.74193548387098
Jurong Polyclinic,06:30,boarding,217.74193548387098
Jurong Polyclinic,06:30,interchanging,1.6129032258064515
Jurong Polyclinic,07:00,alighting,217.74193548387098
Jurong Polyclinic,07:00,boarding,175.80645161290323
Jurong Polyclinic,07:30,alighting,80.64516129032258
Jurong Polyclinic,07:30,boarding,250
Jurong Polyclinic,07:30,interchanging,8.064516129032258
Jurong Polyclinic,08:00,alighting,101.61290322580645
Jurong Polyclinic,08:00,boarding,211.29032258064515
Jurong Polyclinic,08:00,interchanging,1.6129032258064515
Jurong Polyclinic,08:30,alighting,93.54838709677419
Jurong Polyclinic,08:30,boarding,148.38709677419354
Jurong Polyclinic,08:30,interchanging,3.225806451612903
Jurong Polyclinic,09:00,alighting,90.3225806451613
Jurong Polyclinic,09:00,boarding,162.90322580645162
Jurong Polyclinic,09:00,interchanging,3.225806451612903
Jurong Polyclinic,09:30,alighting,82.25806451612904
Jurong Polyclinic,09:30,boarding,120.96774193548387
Jurong Polyclinic,09:30,interchanging,3.225806451612903
Jurong Polyclinic,10:00,alighting,77.41935483870968
Jurong Polyclinic,10:00,boarding,112.90322580645162
Jurong Polyclinic,10:00,interchanging,6.451612903225806
Jurong Polyclinic,10:30,alighting,95.16129032258064
Jurong Polyclinic,10:30,boarding,124.19354838709677
Jurong Polyclinic,10:30,interchanging,1.6129032258064515
Jurong Polyclinic,11:00,alighting,69.35483870967742
Jurong Polyclinic,11:00,boarding,103.2258064516129
Jurong Polyclinic,11:00,interchanging,3.225806451612903
Jurong Polyclinic,11:30,alighting,87.09677419354838
Jurong Polyclinic,11:30,boarding,112.90322580645162
Jurong Polyclinic,11:30,interchanging,3.225806451612903
Jurong Polyclinic,12:00,alighting,66.12903225806451
Jurong Polyclinic,12:00,boarding,140.32258064516128
Jurong Polyclinic,12:00,interchanging,1.6129032258064515
Jurong Polyclinic,12:30,alighting,80.64516129032258
Jurong Polyclinic,12:30,boarding,135.48387096774192
Jurong Polyclinic,12:30,interchanging,4.838709677419355
Jurong Polyclinic,13:00,alighting,64.51612903225806
Jurong Polyclinic,13:00,boarding,132.25806451612902
