Locations of bus and train stops of station-visits,time of day of station-visits,action at this station,number of station-visits per day
Blk 131,15:00,boarding,40.32258064516129
Blk 131,15:00,interchanging,3.225806451612903
Blk 131,15:30,boarding,50
Blk 131,16:00,boarding,50
Blk 131,16:30,alighting,1.6129032258064515
Blk 131,16:30,boarding,35.483870967741936
Blk 131,17:00,boarding,50
Blk 131,17:30,boarding,43.54838709677419
Blk 131,18:00,alighting,1.6129032258064515
Blk 131,18:00,boarding,64.51612903225806
Blk 131,18:30,alighting,1.6129032258064515
Blk 131,18:30,boarding,56.45161290322581
Blk 131,19:00,boarding,37.096774193548384
Blk 131,19:30,alighting,1.6129032258064515
Blk 131,19:30,boarding,67.74193548387096
Blk 131,20:00,boarding,45.16129032258065
Blk 131,20:30,alighting,4.838709677419355
Blk 131,20:30,boarding,50
Blk 131,21:00,boarding,53.225806451612904
Blk 131,21:30,boarding,35.483870967741936
Blk 131,22:00,boarding,58.064516129032256
Blk 131,22:30,boarding,29.032258064516128
Blk 131,23:00,boarding,12.903225806451612
Blk 131,23:30,boarding,22.580645161290324
Blk 134,00:00,boarding,6.451612903225806
Blk 134,00:30,boarding,3.225806451612903
Blk 134,05:00,boarding,3.225806451612903
Blk 134,05:30,alighting,1.6129032258064515
Blk 134,05:30,boarding,50
Blk 134,06:00,alighting,12.903225806451612
Blk 134,06:00,boarding,70.96774193548387
Blk 134,06:00,interchanging,20.967741935483872
Blk 134,06:30,alighting,24.193548387096776
Blk 134,06:30,boarding,91.93548387096774
Blk 134,06:30,interchanging,25.806451612903224
Blk 134,07:00,alighting,22.580645161290324
Blk 134,07:00,boarding,129.03225806451613
Blk 134,07:00,interchanging,14.516129032258064
Blk 134,07:30,alighting,22.580645161290324
Blk 134,07:30,boarding,119.35483870967742
Blk 134,07:30,interchanging,17.741935483870968
Blk 134,08:00,alighting,19.35483870967742
Blk 134,08:00,boarding,119.35483870967742
Blk 134,08:00,interchanging,8.064516129032258
Blk 134,08:30,alighting,33.87096774193548
Blk 134,08:30,boarding,91.93548387096774
Blk 134,08:30,interchanging,6.451612903225806
Blk 134,09:00,alighting,19.35483870967742
Blk 134,09:00,boarding,58.064516129032256
Blk 134,09:00,interchanging,8.064516129032258
Blk 134,09:30,alighting,33.87096774193548
Blk 134,09:30,boarding,51.61290322580645
Blk 134,09:30,interchanging,1.6129032258064515
Blk 134,10:00,alighting,24.193548387096776
Blk 134,10:00,boarding,41.935483870967744
Blk 134,10:00,interchanging,1.6129032258064515
Blk 134,10:30,alighting,14.516129032258064
Blk 134,10:30,boarding,48.38709677419355
Blk 134,10:30,interchanging,1.6129032258064515
Blk 134,11:00,alighting,29.032258064516128
Blk 134,11:00,boarding,59.67741935483871
Blk 134,11:00,interchanging,3.225806451612903
Blk 134,11:30,alighting,29.032258064516128
Blk 134,11:30,boarding,51.61290322580645
Blk 134,11:30,interchanging,3.225806451612903
Blk 134,12:00,alighting,29.032258064516128
Blk 134,12:00,boarding,69.35483870967742
Blk 134,12:00,interchanging,4.838709677419355
Blk 134,12:30,alighting,46.774193548387096
Blk 134,12:30,boarding,56.45161290322581
Blk 134,12:30,interchanging,4.838709677419355
Blk 134,13:00,alighting,14.516129032258064
Blk 134,13:00,boarding,114.51612903225806
Blk 134,13:00,interchanging,8.064516129032258
Blk 134,13:30,alighting,29.032258064516128
Blk 134,13:30,boarding,67.74193548387096
Blk 134,14:00,alighting,25.806451612903224
Blk 134,14:00,boarding,72.58064516129032
Blk 134,14:00,interchanging,1.6129032258064515
Blk 134,14:30,alighting,17.741935483870968
Blk 134,14:30,boarding,48.38709677419355
Blk 134,14:30,interchanging,1.6129032258064515
Blk 134,15:00,alighting,11.290322580645162
Blk 134,15:00,boarding,70.96774193548387
Blk 134,15:00,interchanging,4.838709677419355
Blk 134,15:30,alighting,19.35483870967742
Blk 134,15:30,boarding,80.64516129032258
Blk 134,15:30,interchanging,8.064516129032258
Blk 134,16:00,alighting,19.35483870967742
Blk 134,16:00,boarding,85.48387096774194
Blk 134,16:00,interchanging,1.6129032258064515
Blk 134,16:30,alighting,25.806451612903224
Blk 134,16:30,boarding,74.19354838709677
Blk 134,16:30,interchanging,1.6129032258064515
Blk 134,17:00,alighting,16.129032258064516
Blk 134,17:00,boarding,96.7741935483871
Blk 134,17:30,alighting,14.516129032258064
Blk 134,17:30,boarding,88.70967741935483
Blk 134,17:30,interchanging,4.838709677419355
Blk 134,18:00,alighting,14.516129032258064
Blk 134,18:00,boarding,100
Blk 134,18:00,interchanging,4.838709677419355
Blk 134,18:30,alighting,20.967741935483872
Blk 134,18:30,boarding,98.38709677419355
Blk 134,18:30,interchanging,4.838709677419355
Blk 134,19:00,alighting,11.290322580645162
Blk 134,19:00,boarding,59.67741935483871
Blk 134,19:00,interchanging,1.6129032258064515
Blk 134,19:30,alighting,12.903225806451612
Blk 134,19:30,boarding,79.03225806451613
Blk 134,20:00,alighting,8.064516129032258
Blk 134,20:00,boarding,43.54838709677419
Blk 134,20:00,interchanging,4.838709677419355
Blk 134,20:30,alighting,8.064516129032258
Blk 134,20:30,boarding,74.19354838709677
Blk 134,20:30,interchanging,4.838709677419355
Blk 134,21:00,alighting,8.064516129032258
Blk 134,21:00,boarding,67.74193548387096
Blk 134,21:00,interchanging,3.225806451612903
Blk 134,21:30,alighting,8.064516129032258
Blk 134,21:30,boarding,64.51612903225806
Blk 134,21:30,interchanging,3.225806451612903
Blk 134,22:00,alighting,3.225806451612903
Blk 134,22:00,boarding,66.12903225806451
Blk 134,22:30,alighting,3.225806451612903
Blk 134,22:30,boarding,27.419354838709676
Blk 134,22:30,interchanging,3.225806451612903
Blk 134,23:00,boarding,29.032258064516128
Blk 134,23:00,interchanging,1.6129032258064515
Blk 134,23:30,alighting,1.6129032258064515
Blk 134,23:30,boarding,17.741935483870968
Blk 203,00:00,alighting,6.451612903225806
Blk 203,00:30,alighting,1.6129032258064515
Blk 203,06:00,alighting,4.838709677419355
Blk 203,06:00,boarding,1.6129032258064515
Blk 203,06:30,alighting,51.61290322580645
Blk 203,06:30,boarding,1.6129032258064515
Blk 203,07:00,alighting,9.67741935483871
Blk 203,07:00,boarding,4.838709677419355
Blk 203,07:30,alighting,24.193548387096776
Blk 203,07:30,boarding,22.580645161290324
Blk 203,08:00,alighting,9.67741935483871
Blk 203,08:00,boarding,20.967741935483872
Blk 203,08:30,alighting,17.741935483870968
Blk 203,08:30,boarding,32.25806451612903
Blk 203,09:00,alighting,12.903225806451612
Blk 203,09:00,boarding,6.451612903225806
Blk 203,09:30,alighting,8.064516129032258
Blk 203,09:30,boarding,1.6129032258064515
Blk 203,10:00,alighting,8.064516129032258
Blk 203,10:00,boarding,3.225806451612903
Blk 203,10:30,alighting,9.67741935483871
Blk 203,10:30,boarding,3.225806451612903
Blk 203,11:00,alighting,12.903225806451612
Blk 203,11:00,boarding,1.6129032258064515
Blk 203,11:30,alighting,14.516129032258064
Blk 203,11:30,boarding,1.6129032258064515
Blk 203,12:00,alighting,12.903225806451612
Blk 203,12:00,boarding,1.6129032258064515
Blk 203,12:30,alighting,6.451612903225806
Blk 203,12:30,boarding,6.451612903225806
Blk 203,13:00,alighting,14.516129032258064
Blk 203,13:00,boarding,3.225806451612903
Blk 203,13:30,alighting,11.290322580645162
Blk 203,13:30,boarding,3.225806451612903
Blk 203,14:00,alighting,9.67741935483871
Blk 203,14:00,boarding,3.225806451612903
Blk 203,14:30,alighting,19.35483870967742
Blk 203,14:30,boarding,3.225806451612903
Blk 203,15:00,alighting,4.838709677419355
Blk 203,15:00,boarding,1.6129032258064515
Blk 203,15:30,alighting,16.129032258064516
Blk 203,15:30,boarding,3.225806451612903
Blk 203,16:00,alighting,8.064516129032258
Blk 203,16:00,boarding,1.6129032258064515
Blk 203,16:30,alighting,12.903225806451612
Blk 203,17:00,alighting,12.903225806451612
Blk 203,17:00,boarding,3.225806451612903
Blk 203,17:30,alighting,11.290322580645162
Blk 203,17:30,boarding,3.225806451612903
Blk 203,18:00,alighting,11.290322580645162
Blk 203,18:00,boarding,8.064516129032258
Blk 203,18:30,alighting,14.516129032258064
Blk 203,18:30,boarding,3.225806451612903
Blk 203,19:00,alighting,14.516129032258064
Blk 203,19:00,boarding,3.225806451612903
Blk 203,19:30,alighting,12.903225806451612
Blk 203,19:30,boarding,4.838709677419355
Blk 203,20:00,alighting,8.064516129032258
Blk 203,20:00,boarding,1.6129032258064515
Blk 203,20:30,alighting,9.67741935483871
Blk 203,20:30,boarding,6.451612903225806
Blk 203,21:00,alighting,6.451612903225806
Blk 203,21:00,boarding,3.225806451612903
Blk 203,21:30,alighting,9.67741935483871
Blk 203,22:00,alighting,1.6129032258064515
Blk 203,22:30,alighting,4.838709677419355
Blk 203,23:00,alighting,3.225806451612903
Blk 203,23:00,boarding,1.6129032258064515
Blk 203,23:30,alighting,1.6129032258064515
Blk 207,00:00,alighting,11.290322580645162
Blk 207,00:00,boarding,3.225806451612903
Blk 207,00:30,alighting,3.225806451612903
Blk 207,01:00,alighting,3.225806451612903
Blk 207,06:00,alighting,1.6129032258064515
Blk 207,06:00,boarding,51.61290322580645
Blk 207,06:00,interchanging,1.6129032258064515
Blk 207,06:30,alighting,29.032258064516128
Blk 207,06:30,boarding,59.67741935483871
Blk 207,07:00,alighting,38.70967741935484
Blk 207,07:00,boarding,80.64516129032258
Blk 207,07:00,interchanging,4.838709677419355
Blk 207,07:30,alighting,20.967741935483872
Blk 207,07:30,boarding,56.45161290322581
Blk 207,08:00,alighting,20.967741935483872
Blk 207,08:00,boarding,70.96774193548387
Blk 207,08:00,interchanging,3.225806451612903
Blk 207,08:30,alighting,30.64516129032258
Blk 207,08:30,boarding,54.83870967741935
Blk 207,08:30,interchanging,1.6129032258064515
Blk 207,09:00,alighting,20.967741935483872
Blk 207,09:00,boarding,32.25806451612903
Blk 207,09:30,alighting,14.516129032258064
Blk 207,09:30,boarding,30.64516129032258
Blk 207,10:00,alighting,24.193548387096776
Blk 207,10:00,boarding,24.193548387096776
Blk 207,10:00,interchanging,1.6129032258064515
Blk 207,10:30,alighting,27.419354838709676
Blk 207,10:30,boarding,27.419354838709676
Blk 207,10:30,interchanging,3.225806451612903
Blk 207,11:00,alighting,17.741935483870968
Blk 207,11:00,boarding,27.419354838709676
Blk 207,11:30,alighting,19.35483870967742
Blk 207,11:30,boarding,30.64516129032258
Blk 207,11:30,interchanging,4.838709677419355
Blk 207,12:00,alighting,32.25806451612903
Blk 207,12:00,boarding,20.967741935483872
Blk 207,12:30,alighting,46.774193548387096
Blk 207,12:30,boarding,33.87096774193548
Blk 207,12:30,interchanging,4.838709677419355
Blk 207,13:00,alighting,30.64516129032258
Blk 207,13:00,boarding,20.967741935483872
Blk 207,13:00,interchanging,1.6129032258064515
Blk 207,13:30,alighting,30.64516129032258
Blk 207,13:30,boarding,35.483870967741936
Blk 207,13:30,interchanging,1.6129032258064515
Blk 207,14:00,alighting,19.35483870967742
Blk 207,14:00,boarding,38.70967741935484
Blk 207,14:00,interchanging,1.6129032258064515
Blk 207,14:30,alighting,25.806451612903224
Blk 207,14:30,boarding,33.87096774193548
Blk 207,14:30,interchanging,1.6129032258064515
Blk 207,15:00,alighting,25.806451612903224
Blk 207,15:00,boarding,32.25806451612903
Blk 207,15:00,interchanging,1.6129032258064515
Blk 207,15:30,alighting,33.87096774193548
Blk 207,15:30,boarding,16.129032258064516
Blk 207,15:30,interchanging,1.6129032258064515
Blk 207,16:00,alighting,41.935483870967744
Blk 207,16:00,boarding,24.193548387096776
Blk 207,16:30,alighting,30.64516129032258
Blk 207,16:30,boarding,33.87096774193548
Blk 207,16:30,interchanging,3.225806451612903
Blk 207,17:00,alighting,33.87096774193548
Blk 207,17:00,boarding,29.032258064516128
Blk 207,17:30,alighting,45.16129032258065
Blk 207,17:30,boarding,29.032258064516128
Blk 207,17:30,interchanging,1.6129032258064515
Blk 207,18:00,alighting,33.87096774193548
Blk 207,18:00,boarding,24.193548387096776
Blk 207,18:00,interchanging,3.225806451612903
Blk 207,18:30,alighting,41.935483870967744
Blk 207,18:30,boarding,37.096774193548384
Blk 207,18:30,interchanging,1.6129032258064515
Blk 207,19:00,alighting,37.096774193548384
Blk 207,19:00,boarding,9.67741935483871
Blk 207,19:30,alighting,30.64516129032258
Blk 207,19:30,boarding,24.193548387096776
Blk 207,20:00,alighting,70.96774193548387
Blk 207,20:00,boarding,17.741935483870968
Blk 207,20:30,alighting,33.87096774193548
Blk 207,20:30,boarding,14.516129032258064
Blk 207,21:00,alighting,22.580645161290324
Blk 207,21:00,boarding,12.903225806451612
Blk 207,21:00,interchanging,1.6129032258064515
Blk 207,21:30,alighting,22.580645161290324
Blk 207,21:30,boarding,20.967741935483872
Blk 207,22:00,alighting,29.032258064516128
Blk 207,22:00,boarding,12.903225806451612
Blk 207,22:30,alighting,16.129032258064516
Blk 207,22:30,boarding,6.451612903225806
Blk 207,23:00,alighting,11.290322580645162
Blk 207,23:00,boarding,3.225806451612903
Blk 207,23:30,alighting,9.67741935483871
Blk 207,23:30,boarding,1.6129032258064515
Blk 209,00:00,alighting,3.225806451612903
Blk 209,00:00,boarding,1.6129032258064515
Blk 209,02:00,alighting,1.6129032258064515
Blk 209,03:00,alighting,1.6129032258064515
Blk 209,05:30,boarding,20.967741935483872
Blk 209,05:30,interchanging,1.6129032258064515
Blk 209,06:00,alighting,1.6129032258064515
Blk 209,06:00,boarding,24.193548387096776
Blk 209,06:30,alighting,35.483870967741936
Blk 209,06:30,boarding,51.61290322580645
Blk 209,07:00,alighting,75.80645161290323
Blk 209,07:00,boarding,24.193548387096776
Blk 209,07:30,alighting,8.064516129032258
Blk 209,07:30,boarding,58.064516129032256
Blk 209,08:00,alighting,9.67741935483871
Blk 209,08:00,boarding,58.064516129032256
Blk 209,08:00,interchanging,1.6129032258064515
Blk 209,08:30,alighting,9.67741935483871
Blk 209,08:30,boarding,41.935483870967744
Blk 209,09:00,alighting,11.290322580645162
Blk 209,09:00,boarding,38.70967741935484
Blk 209,09:00,interchanging,1.6129032258064515
Blk 209,09:30,alighting,6.451612903225806
Blk 209,09:30,boarding,22.580645161290324
Blk 209,10:00,alighting,1.6129032258064515
Blk 209,10:00,boarding,17.741935483870968
Blk 209,10:30,alighting,11.290322580645162
Blk 209,10:30,boarding,14.516129032258064
Blk 209,11:00,alighting,16.129032258064516
Blk 209,11:00,boarding,9.67741935483871
Blk 209,11:30,alighting,16.129032258064516
Blk 209,11:30,boarding,25.806451612903224
Blk 209,11:30,interchanging,1.6129032258064515
Blk 209,12:00,alighting,16.129032258064516
Blk 209,12:00,boarding,16.129032258064516
Blk 209,12:30,alighting,16.129032258064516
Blk 209,12:30,boarding,32.25806451612903
Blk 209,13:00,alighting,17.741935483870968
Blk 209,13:00,boarding,27.419354838709676
Blk 209,13:30,alighting,25.806451612903224
Blk 209,13:30,boarding,38.70967741935484
Blk 209,13:30,interchanging,1.6129032258064515
Blk 209,14:00,alighting,19.35483870967742
Blk 209,14:00,boarding,46.774193548387096
Blk 209,14:00,interchanging,1.6129032258064515
Blk 209,14:30,alighting,24.193548387096776
Blk 209,14:30,boarding,27.419354838709676
Blk 209,15:00,alighting,20.967741935483872
Blk 209,15:00,boarding,24.193548387096776
Blk 209,15:00,interchanging,1.6129032258064515
Blk 209,15:30,alighting,33.87096774193548
Blk 209,15:30,boarding,20.967741935483872
Blk 209,15:30,interchanging,1.6129032258064515
Blk 209,16:00,alighting,29.032258064516128
Blk 209,16:00,boarding,24.193548387096776
Blk 209,16:00,interchanging,4.838709677419355
Blk 209,16:30,alighting,37.096774193548384
Blk 209,16:30,boarding,27.419354838709676
Blk 209,16:30,interchanging,1.6129032258064515
Blk 209,17:00,alighting,41.935483870967744
Blk 209,17:00,boarding,43.54838709677419
Blk 209,17:00,interchanging,6.451612903225806
Blk 209,17:30,alighting,43.54838709677419
Blk 209,17:30,boarding,37.096774193548384
Blk 209,17:30,interchanging,1.6129032258064515
Blk 209,18:00,alighting,69.35483870967742
Blk 209,18:00,boarding,32.25806451612903
Blk 209,18:00,interchanging,1.6129032258064515
Blk 209,18:30,alighting,75.80645161290323
Blk 209,18:30,boarding,29.032258064516128
Blk 209,18:30,interchanging,4.838709677419355
Blk 209,19:00,alighting,67.74193548387096
Blk 209,19:00,boarding,22.580645161290324
Blk 209,19:30,alighting,50
Blk 209,19:30,boarding,19.35483870967742
Blk 209,20:00,alighting,75.80645161290323
Blk 209,20:00,boarding,22.580645161290324
Blk 209,20:30,alighting,59.67741935483871
Blk 209,20:30,boarding,12.903225806451612
Blk 209,20:30,interchanging,3.225806451612903
Blk 209,21:00,alighting,45.16129032258065
Blk 209,21:00,boarding,16.129032258064516
Blk 209,21:30,alighting,40.32258064516129
Blk 209,21:30,boarding,37.096774193548384
Blk 209,22:00,alighting,50
Blk 209,22:00,boarding,22.580645161290324
Blk 209,22:30,alighting,25.806451612903224
Blk 209,22:30,boarding,27.419354838709676
Blk 209,23:00,alighting,29.032258064516128
Blk 209,23:00,boarding,9.67741935483871
Blk 209,23:30,alighting,9.67741935483871
Blk 209,23:30,boarding,4.838709677419355
Blk 210,00:00,alighting,3.225806451612903
Blk 210,05:00,boarding,1.6129032258064515
Blk 210,05:30,alighting,3.225806451612903
Blk 210,05:30,boarding,6.451612903225806
Blk 210,06:00,alighting,6.451612903225806
Blk 210,06:00,boarding,11.290322580645162
Blk 210,06:30,alighting,22.580645161290324
Blk 210,06:30,boarding,20.967741935483872
Blk 210,07:00,alighting,20.967741935483872
Blk 210,07:00,boarding,40.32258064516129
Blk 210,07:30,alighting,6.451612903225806
Blk 210,07:30,boarding,38.70967741935484
Blk 210,08:00,alighting,20.967741935483872
Blk 210,08:00,boarding,45.16129032258065
Blk 210,08:30,alighting,9.67741935483871
Blk 210,08:30,boarding,33.87096774193548
Blk 210,09:00,alighting,12.903225806451612
Blk 210,09:00,boarding,33.87096774193548
Blk 210,09:30,alighting,17.741935483870968
Blk 210,09:30,boarding,16.129032258064516
Blk 210,10:00,alighting,17.741935483870968
Blk 210,10:00,boarding,25.806451612903224
Blk 210,10:30,alighting,14.516129032258064
Blk 210,10:30,boarding,14.516129032258064
Blk 210,10:30,interchanging,1.6129032258064515
Blk 210,11:00,alighting,14.516129032258064
Blk 210,11:00,boarding,11.290322580645162
Blk 210,11:30,alighting,14.516129032258064
Blk 210,11:30,boarding,19.35483870967742
Blk 210,11:30,interchanging,1.6129032258064515
Blk 210,12:00,alighting,11.290322580645162
Blk 210,12:00,boarding,16.129032258064516
Blk 210,12:30,alighting,14.516129032258064
Blk 210,12:30,boarding,9.67741935483871
Blk 210,12:30,interchanging,1.6129032258064515
Blk 210,13:00,alighting,30.64516129032258
Blk 210,13:00,boarding,22.580645161290324
Blk 210,13:00,interchanging,1.6129032258064515
Blk 210,13:30,alighting,8.064516129032258
Blk 210,13:30,boarding,14.516129032258064
Blk 210,14:00,alighting,17.741935483870968
Blk 210,14:00,boarding,17.741935483870968
Blk 210,14:30,alighting,8.064516129032258
Blk 210,14:30,boarding,12.903225806451612
Blk 210,15:00,alighting,16.129032258064516
Blk 210,15:00,boarding,9.67741935483871
Blk 210,15:30,alighting,11.290322580645162
Blk 210,15:30,boarding,11.290322580645162
Blk 210,16:00,alighting,8.064516129032258
Blk 210,16:00,boarding,17.741935483870968
Blk 210,16:30,alighting,11.290322580645162
Blk 210,16:30,boarding,14.516129032258064
Blk 210,16:30,interchanging,1.6129032258064515
Blk 210,17:00,alighting,14.516129032258064
Blk 210,17:00,boarding,17.741935483870968
Blk 210,17:30,alighting,12.903225806451612
Blk 210,17:30,boarding,24.193548387096776
Blk 210,18:00,alighting,11.290322580645162
Blk 210,18:00,boarding,20.967741935483872
Blk 210,18:30,alighting,12.903225806451612
Blk 210,18:30,boarding,22.580645161290324
Blk 210,18:30,interchanging,1.6129032258064515
Blk 210,19:00,alighting,19.35483870967742
Blk 210,19:00,boarding,9.67741935483871
Blk 210,19:30,alighting,14.516129032258064
Blk 210,19:30,boarding,11.290322580645162
Blk 210,20:00,alighting,11.290322580645162
Blk 210,20:00,boarding,6.451612903225806
Blk 210,20:30,alighting,8.064516129032258
Blk 210,20:30,boarding,4.838709677419355
Blk 210,21:00,alighting,8.064516129032258
Blk 210,21:00,boarding,8.064516129032258
Blk 210,21:30,alighting,3.225806451612903
Blk 210,21:30,boarding,1.6129032258064515
Blk 210,22:00,alighting,3.225806451612903
Blk 210,22:00,boarding,4.838709677419355
Blk 210,22:30,alighting,9.67741935483871
Blk 210,22:30,boarding,3.225806451612903
Blk 210,23:00,alighting,8.064516129032258
Blk 210,23:30,alighting,1.6129032258064515
Blk 210,23:30,boarding,3.225806451612903
Blk 228,00:00,boarding,1.6129032258064515
Blk 228,00:30,alighting,3.225806451612903
Blk 228,01:00,alighting,3.225806451612903
Blk 228,05:00,alighting,1.6129032258064515
Blk 228,05:00,boarding,1.6129032258064515
Blk 228,05:30,alighting,16.129032258064516
Blk 228,05:30,boarding,19.35483870967742
Blk 228,06:00,alighting,12.903225806451612
Blk 228,06:00,boarding,41.935483870967744
Blk 228,06:00,interchanging,3.225806451612903
Blk 228,06:30,alighting,12.903225806451612
Blk 228,06:30,boarding,54.83870967741935
Blk 228,06:30,interchanging,11.290322580645162
Blk 228,07:00,alighting,12.903225806451612
Blk 228,07:00,boarding,82.25806451612904
Blk 228,07:00,interchanging,17.741935483870968
Blk 228,07:30,alighting,19.35483870967742
Blk 228,07:30,boarding,85.48387096774194
Blk 228,07:30,interchanging,25.806451612903224
Blk 228,08:00,alighting,17.741935483870968
Blk 228,08:00,boarding,88.70967741935483
Blk 228,08:00,interchanging,35.483870967741936
Blk 228,08:30,alighting,25.806451612903224
Blk 228,08:30,boarding,53.225806451612904
Blk 228,08:30,interchanging,19.35483870967742
Blk 228,09:00,alighting,19.35483870967742
Blk 228,09:00,boarding,53.225806451612904
Blk 228,09:00,interchanging,14.516129032258064
Blk 228,09:30,alighting,17.741935483870968
Blk 228,09:30,boarding,29.032258064516128
Blk 228,09:30,interchanging,8.064516129032258
Blk 228,10:00,alighting,12.903225806451612
Blk 228,10:00,boarding,17.741935483870968
Blk 228,10:00,interchanging,6.451612903225806
Blk 228,10:30,alighting,16.129032258064516
Blk 228,10:30,boarding,29.032258064516128
Blk 228,10:30,interchanging,11.290322580645162
Blk 228,11:00,alighting,16.129032258064516
Blk 228,11:00,boarding,16.129032258064516
Blk 228,11:00,interchanging,6.451612903225806
Blk 228,11:30,alighting,19.35483870967742
Blk 228,11:30,boarding,53.225806451612904
Blk 228,11:30,interchanging,3.225806451612903
Blk 228,12:00,alighting,24.193548387096776
Blk 228,12:00,boarding,16.129032258064516
Blk 228,12:00,interchanging,6.451612903225806
Blk 228,12:30,alighting,30.64516129032258
Blk 228,12:30,boarding,19.35483870967742
Blk 228,12:30,interchanging,6.451612903225806
Blk 228,13:00,alighting,25.806451612903224
Blk 228,13:00,boarding,29.032258064516128
Blk 228,13:00,interchanging,3.225806451612903
Blk 228,13:30,alighting,17.741935483870968
Blk 228,13:30,boarding,20.967741935483872
Blk 228,13:30,interchanging,6.451612903225806
Blk 228,14:00,alighting,19.35483870967742
Blk 228,14:00,boarding,32.25806451612903
Blk 228,14:00,interchanging,1.6129032258064515
Blk 228,14:30,alighting,24.193548387096776
Blk 228,14:30,boarding,27.419354838709676
Blk 228,14:30,interchanging,3.225806451612903
Blk 228,15:00,alighting,32.25806451612903
Blk 228,15:00,boarding,19.35483870967742
Blk 228,15:00,interchanging,6.451612903225806
Blk 228,15:30,alighting,17.741935483870968
Blk 228,15:30,boarding,17.741935483870968
Blk 228,15:30,interchanging,6.451612903225806
Blk 228,16:00,alighting,27.419354838709676
Blk 228,16:00,boarding,9.67741935483871
Blk 228,16:00,interchanging,9.67741935483871
Blk 228,16:30,alighting,29.032258064516128
Blk 228,16:30,boarding,14.516129032258064
Blk 228,16:30,interchanging,4.838709677419355
Blk 228,17:00,alighting,20.967741935483872
Blk 228,17:00,boarding,11.290322580645162
Blk 228,17:00,interchanging,3.225806451612903
Blk 228,17:30,alighting,29.032258064516128
Blk 228,17:30,boarding,17.741935483870968
Blk 228,17:30,interchanging,12.903225806451612
Blk 228,18:00,alighting,32.25806451612903
Blk 228,18:00,boarding,27.419354838709676
Blk 228,18:00,interchanging,6.451612903225806
Blk 228,18:30,alighting,29.032258064516128
Blk 228,18:30,boarding,32.25806451612903
Blk 228,18:30,interchanging,11.290322580645162
Blk 228,19:00,alighting,29.032258064516128
Blk 228,19:00,boarding,17.741935483870968
Blk 228,19:00,interchanging,8.064516129032258
Blk 228,19:30,alighting,24.193548387096776
Blk 228,19:30,boarding,11.290322580645162
Blk 228,19:30,interchanging,6.451612903225806
Blk 228,20:00,alighting,16.129032258064516
Blk 228,20:00,boarding,24.193548387096776
Blk 228,20:00,interchanging,8.064516129032258
Blk 228,20:30,alighting,27.419354838709676
Blk 228,20:30,boarding,14.516129032258064
Blk 228,20:30,interchanging,3.225806451612903
Blk 228,21:00,alighting,25.806451612903224
Blk 228,21:00,boarding,8.064516129032258
Blk 228,21:00,interchanging,1.6129032258064515
Blk 228,21:30,alighting,8.064516129032258
Blk 228,21:30,boarding,3.225806451612903
Blk 228,22:00,alighting,20.967741935483872
Blk 228,22:00,boarding,4.838709677419355
Blk 228,22:30,alighting,22.580645161290324
Blk 228,22:30,boarding,8.064516129032258
Blk 228,22:30,interchanging,1.6129032258064515
Blk 228,23:00,alighting,16.129032258064516
Blk 228,23:00,boarding,3.225806451612903
Blk 228,23:00,interchanging,1.6129032258064515
Blk 228,23:30,alighting,17.741935483870968
Blk 228,23:30,boarding,4.838709677419355
Blk 228,23:30,interchanging,1.6129032258064515
Blk 229,00:00,alighting,11.290322580645162
Blk 229,00:00,boarding,3.225806451612903
Blk 229,00:30,alighting,3.225806451612903
Blk 229,01:00,boarding,1.6129032258064515
Blk 229,05:30,alighting,3.225806451612903
Blk 229,05:30,boarding,14.516129032258064
Blk 229,06:00,alighting,4.838709677419355
Blk 229,06:00,boarding,32.25806451612903
Blk 229,06:30,alighting,12.903225806451612
Blk 229,06:30,boarding,48.38709677419355
Blk 229,07:00,alighting,40.32258064516129
Blk 229,07:00,boarding,41.935483870967744
Blk 229,07:00,interchanging,1.6129032258064515
Blk 229,07:30,alighting,38.70967741935484
Blk 229,07:30,boarding,32.25806451612903
Blk 229,07:30,interchanging,1.6129032258064515
Blk 229,08:00,alighting,45.16129032258065
Blk 229,08:00,boarding,56.45161290322581
Blk 229,08:00,interchanging,1.6129032258064515
Blk 229,08:30,alighting,67.74193548387096
Blk 229,08:30,boarding,40.32258064516129
Blk 229,08:30,interchanging,1.6129032258064515
Blk 229,09:00,alighting,79.03225806451613
Blk 229,09:00,boarding,45.16129032258065
Blk 229,09:30,alighting,77.41935483870968
Blk 229,09:30,boarding,40.32258064516129
Blk 229,10:00,alighting,72.58064516129032
Blk 229,10:00,boarding,51.61290322580645
Blk 229,10:30,alighting,58.064516129032256
Blk 229,10:30,boarding,48.38709677419355
Blk 229,11:00,alighting,48.38709677419355
Blk 229,11:00,boarding,51.61290322580645
Blk 229,11:30,alighting,51.61290322580645
Blk 229,11:30,boarding,48.38709677419355
Blk 229,12:00,alighting,27.419354838709676
Blk 229,12:00,boarding,46.774193548387096
Blk 229,12:30,alighting,40.32258064516129
Blk 229,12:30,boarding,40.32258064516129
Blk 229,13:00,alighting,43.54838709677419
Blk 229,13:00,boarding,29.032258064516128
Blk 229,13:30,alighting,50
Blk 229,13:30,boarding,30.64516129032258
Blk 229,14:00,alighting,37.096774193548384
Blk 229,14:00,boarding,24.193548387096776
Blk 229,14:30,alighting,50
Blk 229,14:30,boarding,22.580645161290324
Blk 229,14:30,interchanging,1.6129032258064515
