X,Y,OBJECTID,ADDRESSPOS,DESCRIPTIO,ADDRESSUNI,ADDRESSSTR,ADDRESSFLO,ADDRESSBUI,ADDRESSBLO,NAME
103.747954223107854,1.344331597364649,23,659581,"Facilities: 
1 Competition Pool, 1 Teaching pool, 1 Wading pool 
Operating Hours: 
8.00am - 9.30pm (Thu",0,Bukit Batok St. 22,1,,2,Bukit Batok Swimming Complex
