X,Y,OBJECTID,INFORMATIO,FACILITIES,ADDRESS,SCHOOL_NAM
103.736103752773971,1.336503943143538,8,https://www.myactivesg.com/facilities,Free To Play Field,65 Jurong East Street 13,Fuhua Primary School
103.739470068880436,1.340343393772797,98,https://www.myactivesg.com/facilities/school-facilities/shuqun-secondary-school-field,"Chargeable Field, Indoor Sports Hall",450 Jurong East Street 21,Shuqun Secondary School
103.742543062160479,1.343555014955214,132,https://www.myactivesg.com/facilities/school-facilities,"Indoor Sports Hall, Outdoor Basketball Court, St",561 Jurong East Street 24,Crest Secondary School
103.740918211061086,1.342725997967851,157,https://www.myactivesg.com/facilities,Free To Play Field,158 Jurong East Street 24,Yuhua Primary School
