X,Y,OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSSTR,DESCRIPTIO,NAME,ADDRESSPOS,ADDRESSFLO,HYPERLINK,PHOTOURL,ADDRESSUNI
103.73924287067689,1.332894515208676,15,21,,Jurong East Central 1,JRL,Jurong Regional Library,609732,,http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/338/Default.aspx?branch=Jurong+Regional+Library,http://www.nlb.gov.sg/Portals/0/library/gallery/JurongReg/MAIN-JRL-cropped.jpg,
