"shapeid","x","y"
"18","103.74934041","1.34445681779"
"18","103.749361653","1.34443482441"
"18","103.749499766","1.34430694314"
"18","103.749528485","1.34428569159"
"18","103.749558299","1.34427108715"
"18","103.74958505","1.34426295784"
"18","103.749624434","1.34425935079"
"18","103.749956181","1.3442591688"
"18","103.750164587","1.34411995522"
"19","103.750527374","1.34305629701"
"19","103.75042987","1.34311182251"
"19","103.750761993","1.34343470066"
"19","103.750836604","1.34335705454"
"19","103.750527374","1.34305629701"
"20","103.750348521","1.34288276977"
"20","103.750235038","1.3427727157"
"20","103.75017259","1.34270778027"
"20","103.750112676","1.34264285396"
"20","103.75005411","1.34257668057"
"20","103.74999691","1.34250930263"
"20","103.749941121","1.34244074091"
"20","103.749884819","1.34236857077"
"20","103.749838491","1.34230322891"
"20","103.749797556","1.34223585242"
"20","103.749462737","1.34163824652"
"20","103.749458586","1.34163104764"
"20","103.749378515","1.34167782761"
"20","103.74929323","1.34172703108"
"20","103.749207677","1.34177576427"
"20","103.748785202","1.34201490854"
"20","103.748710171","1.34205646143"
"20","103.748634412","1.34209656732"
"20","103.748557897","1.34213526236"
"20","103.748208721","1.34230773036"
"20","103.748135119","1.34234495139"
"20","103.748062191","1.34238356424"
"20","103.747990017","1.34242352734"
"20","103.747911904","1.34246774707"
"20","103.747909702","1.34247173071"
"20","103.747909684","1.34247174156"
"20","103.747665928","1.34260942322"
"20","103.747670071","1.34261418213"
"20","103.747757062","1.34271411284"
"20","103.74866691","1.3437591503"
"20","103.748717179","1.34381688933"
"20","103.748768595","1.34382112083"
"20","103.748828816","1.34382607794"
"20","103.749184529","1.34352953141"
"20","103.749209709","1.34351593247"
"20","103.750228885","1.34295023572"
"20","103.750348521","1.34288276977"
"21","103.749391766","1.34463619544"
"21","103.749380454","1.34461119403"
"21","103.74934304","1.34454853843"
"21","103.749246144","1.34443450388"
"21","103.749145176","1.34431580267"
"21","103.748933133","1.34407238587"
"21","103.748717179","1.34381688933"
"21","103.74866691","1.3437591503"
"21","103.748656012","1.34376875517"
"21","103.748515722","1.34389310839"
"21","103.748735664","1.34414153567"
"21","103.749156263","1.34462086295"
"21","103.749186345","1.34466033041"
"21","103.749212123","1.34470277309"
"21","103.749227609","1.34473761788"
"21","103.74930376","1.34469498271"
"21","103.749391766","1.34463619544"
"22","103.745666103","1.3437691618"
"22","103.74590144","1.34408327289"
"22","103.746175033","1.34442254744"
"22","103.746311893","1.3445859455"
"22","103.74631279","1.3445870172"
"22","103.746367441","1.34454463526"
"22","103.747264299","1.34387768111"
"22","103.747725422","1.34387788734"
"22","103.748227716","1.34387810396"
"22","103.74830023","1.34388069298"
"22","103.748478342","1.34388996894"
"22","103.748515722","1.34389310839"
"22","103.748656012","1.34376875517"
"22","103.74866691","1.3437591503"
"22","103.747757062","1.34271411284"
"22","103.747670071","1.34261418213"
"22","103.747665928","1.34260942322"
"22","103.747478912","1.34271505622"
"22","103.747397196","1.34278934589"
"22","103.746553411","1.34326696811"
"22","103.74593513","1.34361696262"
"22","103.745666103","1.3437691618"
"23","103.747071794","1.34578299613"
"23","103.746874634","1.34552802202"
"23","103.746843051","1.34549534624"
"23","103.74637743","1.34486361365"
"23","103.746397469","1.34484862002"
"23","103.74624535","1.34463931683"
"23","103.74624349","1.34463679449"
"23","103.746223883","1.3446517601"
"23","103.746084783","1.34446287971"
"23","103.746073031","1.34444700771"
"23","103.745604068","1.34381165741"
"23","103.745600213","1.34380643819"
"23","103.745597707","1.34380785614"
"23","103.745471222","1.34387956487"
"23","103.745468566","1.34388105788"
"23","103.745877292","1.34443442096"
"23","103.746333693","1.34504452908"
"23","103.746916828","1.3458401502"
"23","103.747071794","1.34578299613"
"24","103.749349601","1.34372318939"
"24","103.749811227","1.3434619347"
"24","103.750154276","1.34326778867"
"24","103.75042987","1.34311182251"
"24","103.750527374","1.34305629701"
"24","103.750754207","1.34292788059"
"24","103.751687895","1.34239932702"
"24","103.752489381","1.34194457017"
"24","103.752548393","1.34190845183"
"24","103.752837934","1.34154127129"
"24","103.752790996","1.34154846893"
"24","103.75270998","1.34156555962"
"24","103.752647256","1.34158645015"
"24","103.752570138","1.34162086133"
"24","103.75195217","1.34197841614"
"24","103.750575705","1.34275465272"
"24","103.750348525","1.34288276706"
"24","103.750348521","1.34288276977"
"24","103.750228885","1.34295023572"
"24","103.749209709","1.34351593247"
"24","103.749184529","1.34352953141"
"24","103.748828816","1.34382607794"
"24","103.748768595","1.34382112083"
"24","103.748717179","1.34381688933"
"24","103.748933133","1.34407238587"
"24","103.749235355","1.34378781125"
"24","103.749349601","1.34372318939"
"25","103.743973649","1.34656125231"
"25","103.744199976","1.3461134914"
"25","103.744393064","1.34573189332"
"25","103.744442786","1.34557935618"
"25","103.744447824","1.34542187957"
"25","103.74444433","1.34539107682"
"25","103.744443937","1.34538334721"
"25","103.744398501","1.34484687538"
"25","103.744376995","1.34457433474"
"25","103.744375396","1.34452996028"
"25","103.744375923","1.34450194132"
"25","103.744385787","1.34443807463"
"25","103.744393819","1.34441031097"
"25","103.744325106","1.34444091482"
"25","103.744234546","1.34448125424"
"25","103.744233528","1.34448171362"
"25","103.74423251","1.34448217391"
"25","103.744231492","1.34448263238"
"25","103.744230457","1.34448309176"
"25","103.744229439","1.34448355114"
"25","103.744228421","1.34448400961"
"25","103.744227404","1.34448443372"
"25","103.744226385","1.3444848922"
"25","103.744225367","1.34448535248"
"25","103.744224349","1.34448581186"
"25","103.744223331","1.34448627034"
"25","103.744216946","1.34448909262"
"25","103.74421762","1.3444951157"
"25","103.744321352","1.34542478698"
"25","103.744317178","1.34555718562"
"25","103.74427619","1.34568320715"
"25","103.744087694","1.34605612349"
"25","103.743823447","1.34657902496"
"25","103.743973649","1.34656125231"
"26","103.747740652","1.3451698163"
"26","103.747428306","1.34458072189"
"26","103.747382096","1.34449356584"
"26","103.747721268","1.34394443025"
"26","103.747725422","1.34387788734"
"26","103.747264299","1.34387768111"
"26","103.746367441","1.34454463526"
"26","103.74631279","1.3445870172"
"26","103.746317864","1.3445930739"
"26","103.746393701","1.34467396922"
"26","103.746633031","1.34500345185"
"26","103.747071872","1.34558735529"
"26","103.747072427","1.34558809327"
"26","103.747113599","1.34558155438"
"26","103.747159403","1.34556078006"
"26","103.74720392","1.34553147937"
"26","103.747341458","1.34542738297"
"26","103.747702391","1.34519205324"
"26","103.747740652","1.3451698163"
"27","103.746761116","1.34589757979"
"27","103.746634055","1.34573740069"
"27","103.746651351","1.34578545014"
"27","103.746659571","1.34583597722"
"27","103.74665593","1.34588703745"
"27","103.746641785","1.34593623431"
"27","103.746638994","1.34594262054"
"27","103.746761116","1.34589757979"
"28","103.746916828","1.3458401502"
"28","103.746333693","1.34504452908"
"28","103.745877292","1.34443442096"
"28","103.745468566","1.34388105788"
"28","103.745465254","1.34388292075"
"28","103.745459288","1.34388627662"
"28","103.745453321","1.34388966777"
"28","103.745447355","1.34389302365"
"28","103.745441368","1.34389637952"
"28","103.745435402","1.34389970013"
"28","103.745429417","1.343903056"
"28","103.745423433","1.34390641188"
"28","103.745417447","1.34390973158"
"28","103.745411463","1.34391305219"
"28","103.745405478","1.34391640716"
"28","103.745399494","1.34391972867"
"28","103.745393491","1.34392304927"
"28","103.745387507","1.34392633461"
"28","103.745381504","1.34392965521"
"28","103.745375502","1.34393297491"
"28","103.7453695","1.34393626115"
"28","103.745363497","1.34393954558"
"28","103.745357478","1.34394283092"
"28","103.745351476","1.34394615152"
"28","103.745345455","1.34394940159"
"28","103.745348911","1.34395407637"
"28","103.745554098","1.34423177491"
"28","103.745830504","1.34461186442"
"28","103.745966539","1.34479228983"
"28","103.745944775","1.34480815158"
"28","103.745976277","1.34484997952"
"28","103.746100408","1.34501743592"
"28","103.746122198","1.34500188165"
"28","103.746302387","1.34524642799"
"28","103.746497265","1.34555087988"
"28","103.746605186","1.34569559094"
"28","103.746634055","1.34573740069"
"28","103.746761116","1.34589757979"
"28","103.746916828","1.3458401502"
"29","103.738234495","1.34605886546"
"29","103.738240405","1.34605406706"
"29","103.738231741","1.34605808914"
"29","103.738234495","1.34605886546"
"30","103.741452545","1.34652801765"
"30","103.741775113","1.34642337061"
"30","103.741766468","1.34639646638"
"30","103.741893724","1.34635513726"
"30","103.741901979","1.3463807202"
"30","103.742087326","1.34632059426"
"30","103.742072473","1.34627441963"
"30","103.742120367","1.34625887633"
"30","103.742108292","1.34622118201"
"30","103.742102483","1.34622308909"
"30","103.74209864","1.3462110772"
"30","103.742104608","1.34620913394"
"30","103.742084863","1.34614752074"
"30","103.741950412","1.34619118104"
"30","103.74196059","1.34622294176"
"30","103.741933737","1.34623166695"
"30","103.741923841","1.3462007889"
"30","103.741667538","1.34628397703"
"30","103.741677594","1.34631534887"
"30","103.741662291","1.34632029425"
"30","103.741674751","1.34635915612"
"30","103.741648952","1.34636752683"
"30","103.741637054","1.34633043211"
"30","103.741609869","1.346339264"
"30","103.741599654","1.34630736129"
"30","103.741356268","1.34638638076"
"30","103.741363095","1.34640771947"
"30","103.741350126","1.34641192245"
"30","103.74135955","1.34644131643"
"30","103.741377732","1.34643541705"
"30","103.741383787","1.3464542823"
"30","103.741377697","1.34645625991"
"30","103.741391071","1.34649801849"
"30","103.741437438","1.34648297164"
"30","103.741452545","1.34652801765"
"31","103.740640866","1.34545211457"
"31","103.741806435","1.34541207747"
"31","103.742729894","1.3454150233"
"31","103.743211765","1.34541652442"
"31","103.743243447","1.34542141911"
"31","103.743340321","1.34543643514"
"31","103.744321352","1.34542478698"
"31","103.74421762","1.3444951157"
"31","103.744216946","1.34448909262"
"31","103.744167514","1.34451079462"
"31","103.744117743","1.3445323085"
"31","103.744067855","1.34455350494"
"31","103.744017831","1.34457440294"
"31","103.743967682","1.34459502058"
"31","103.743917424","1.34461531264"
"31","103.74386705","1.34463532434"
"31","103.743816533","1.34465501047"
"31","103.743765898","1.34467440719"
"31","103.743715174","1.34469349643"
"31","103.743664332","1.34471226914"
"31","103.743613374","1.34473075244"
"31","103.7435623","1.34474891921"
"31","103.743511126","1.34476678754"
"31","103.743459898","1.34478450212"
"31","103.743408509","1.34480175546"
"31","103.743357021","1.34481869228"
"31","103.743305442","1.34483531257"
"31","103.743253757","1.34485162627"
"31","103.743201974","1.34486763067"
"31","103.743150089","1.34488333753"
"31","103.743098125","1.34489870887"
"31","103.743046071","1.34491378358"
"31","103.742993927","1.3449285327"
"31","103.742941683","1.34494298158"
"31","103.74288936","1.34495709674"
"31","103.742836956","1.34497090441"
"31","103.74278447","1.3449844046"
"31","103.742731913","1.34499757921"
"31","103.742679257","1.34501044633"
"31","103.742626547","1.34502299693"
"31","103.742573756","1.34503523099"
"31","103.742520893","1.34504714852"
"31","103.742467959","1.34505873143"
"31","103.742414943","1.34507000685"
"31","103.742361874","1.34508096575"
"31","103.742308742","1.34509159906"
"31","103.742255547","1.34510191585"
"31","103.742202289","1.34511191611"
"31","103.742148977","1.34512158989"
"31","103.742095602","1.34513095799"
"31","103.742042173","1.34513998062"
"31","103.741988691","1.34514869757"
"31","103.741935154","1.34515708805"
"31","103.741881573","1.34516515295"
"31","103.741827945","1.34517290132"
"31","103.741774266","1.34518032412"
"31","103.74172055","1.34518743943"
"31","103.74166679","1.34519421108"
"31","103.741612992","1.3452006662"
"31","103.741562133","1.3452064522"
"31","103.741511247","1.34521192167"
"31","103.741460326","1.34521707461"
"31","103.741409359","1.34522192007"
"31","103.741358393","1.34522644899"
"31","103.741307237","1.34523056281"
"31","103.741187782","1.34525524649"
"31","103.740631166","1.34528872108"
"31","103.740480254","1.34529779692"
"31","103.740447082","1.34529979158"
"31","103.740415541","1.34530435017"
"31","103.740404501","1.34530505515"
"31","103.740375158","1.34530720913"
"31","103.74035566","1.3453087268"
"31","103.740306906","1.34531278824"
"31","103.740267892","1.34531631918"
"31","103.740238654","1.34531921474"
"31","103.740199693","1.34532327564"
"31","103.74017049","1.3453265248"
"31","103.74011217","1.34533348163"
"31","103.740083055","1.34533719021"
"31","103.74003904","1.34534312295"
"31","103.739973332","1.34535838155"
"31","103.739907641","1.34537360488"
"31","103.739830315","1.34538907556"
"31","103.73975299","1.34540451005"
"31","103.739731901","1.34540798471"
"31","103.739736619","1.34541975789"
"31","103.739754984","1.34546557003"
"31","103.739971885","1.3460066535"
