COLORTIZER
gridIndex	0
gridExtents	22	18
IDMax	15
-1	21	0	270
-1	21	1	0
-1	21	2	0
-1	21	3	180
-1	21	4	90
-1	21	5	180
-1	21	6	90
-1	21	7	180
-1	21	8	180
-1	21	9	180
-1	21	10	90
-1	21	11	180
-1	21	12	180
-1	21	13	90
-1	21	14	270
-1	21	15	0
-1	21	16	270
-1	21	17	180
-1	20	0	180
-1	20	1	90
-1	20	2	180
-1	20	3	270
-1	20	4	0
-1	20	5	270
-1	20	6	270
-1	20	7	90
-1	20	8	0
-1	20	9	90
-1	20	10	180
-1	20	11	180
-1	20	12	180
-1	20	13	0
-1	20	14	270
-1	20	15	180
-1	20	16	180
-1	20	17	270
-1	19	0	180
-1	19	1	0
-1	19	2	270
-1	19	3	180
-1	19	4	180
-1	19	5	180
-1	19	6	90
-1	19	7	270
-1	19	8	270
-1	19	9	180
-1	19	10	180
-1	19	11	180
-1	19	12	180
-1	19	13	180
-1	19	14	90
-1	19	15	180
-1	19	16	270
-1	19	17	180
-1	18	0	180
-1	18	1	90
-1	18	2	180
-1	18	3	180
-1	18	4	270
-1	18	5	180
-1	18	6	180
-1	18	7	270
-1	18	8	90
-1	18	9	180
-1	18	10	180
-1	18	11	90
-1	18	12	180
-1	18	13	0
-1	18	14	270
-1	18	15	180
-1	18	16	90
-1	18	17	0
-1	17	0	270
-1	17	1	180
-1	17	2	270
-1	17	3	90
-1	17	4	270
-1	17	5	270
-1	17	6	180
-1	17	7	270
-1	17	8	180
-1	17	9	180
-1	17	10	180
-1	17	11	180
-1	17	12	180
-1	17	13	270
-1	17	14	180
-1	17	15	0
-1	17	16	180
-1	17	17	0
-1	16	0	270
-1	16	1	180
-1	16	2	270
-1	16	3	0
-1	16	4	180
-1	16	5	270
-1	16	6	270
-1	16	7	180
-1	16	8	180
-1	16	9	180
-1	16	10	90
-1	16	11	180
-1	16	12	270
-1	16	13	90
-1	16	14	180
-1	16	15	0
-1	16	16	180
-1	16	17	0
-1	15	0	270
-1	15	1	270
-1	15	2	270
-1	15	3	180
-1	15	4	180
-1	15	5	180
-1	15	6	270
-1	15	7	180
15	15	8	270
-1	15	9	0
-1	15	10	270
-1	15	11	180
-1	15	12	0
8	15	13	180
9	15	14	0
10	15	15	90
-1	15	16	180
-1	15	17	180
-1	14	0	180
-1	14	1	180
-1	14	2	180
-1	14	3	270
-1	14	4	180
-1	14	5	180
-1	14	6	180
-1	14	7	270
-1	14	8	180
-1	14	9	180
-1	14	10	180
-1	14	11	270
-1	14	12	0
-1	14	13	180
-1	14	14	180
-1	14	15	180
-1	14	16	180
-1	14	17	180
-1	13	0	270
-1	13	1	90
-1	13	2	270
-1	13	3	180
-1	13	4	90
-1	13	5	180
-1	13	6	180
-1	13	7	270
-1	13	8	270
-1	13	9	270
-1	13	10	270
-1	13	11	180
7	13	12	270
15	13	13	90
-1	13	14	180
-1	13	15	180
-1	13	16	180
-1	13	17	180
-1	12	0	180
-1	12	1	270
-1	12	2	270
-1	12	3	180
-1	12	4	180
-1	12	5	270
-1	12	6	180
-1	12	7	270
-1	12	8	0
-1	12	9	270
-1	12	10	180
-1	12	11	0
-1	12	12	270
0	12	13	270
-1	12	14	180
15	12	15	270
-1	12	16	270
-1	12	17	180
-1	11	0	270
-1	11	1	180
-1	11	2	180
-1	11	3	270
-1	11	4	270
-1	11	5	270
-1	11	6	180
-1	11	7	180
-1	11	8	270
-1	11	9	90
-1	11	10	180
-1	11	11	180
-1	11	12	180
-1	11	13	180
-1	11	14	180
-1	11	15	180
-1	11	16	180
-1	11	17	180
-1	10	0	180
-1	10	1	180
-1	10	2	180
-1	10	3	90
-1	10	4	180
-1	10	5	180
-1	10	6	180
-1	10	7	180
-1	10	8	0
-1	10	9	180
-1	10	10	180
-1	10	11	90
-1	10	12	180
-1	10	13	180
-1	10	14	180
-1	10	15	180
-1	10	16	180
-1	10	17	180
-1	9	0	180
-1	9	1	180
-1	9	2	180
-1	9	3	0
-1	9	4	180
-1	9	5	180
-1	9	6	180
-1	9	7	180
-1	9	8	180
-1	9	9	180
-1	9	10	180
-1	9	11	180
-1	9	12	180
-1	9	13	180
-1	9	14	180
-1	9	15	180
-1	9	16	180
-1	9	17	180
-1	8	0	180
-1	8	1	90
-1	8	2	180
-1	8	3	180
-1	8	4	180
-1	8	5	180
-1	8	6	180
-1	8	7	180
-1	8	8	270
-1	8	9	90
-1	8	10	180
-1	8	11	180
-1	8	12	180
-1	8	13	180
-1	8	14	180
-1	8	15	180
-1	8	16	180
-1	8	17	180
-1	7	0	180
-1	7	1	90
-1	7	2	180
-1	7	3	180
-1	7	4	180
-1	7	5	180
-1	7	6	180
-1	7	7	90
-1	7	8	180
-1	7	9	180
-1	7	10	180
-1	7	11	180
-1	7	12	180
-1	7	13	180
-1	7	14	180
-1	7	15	180
-1	7	16	180
-1	7	17	180
-1	6	0	0
-1	6	1	180
