COLORTIZER
gridIndex	0
gridExtents	22	18
IDMax	15
-1	6	2	0
-1	6	3	180
-1	6	4	180
-1	6	5	180
-1	6	6	270
-1	6	7	180
-1	6	8	180
-1	6	9	270
-1	6	10	180
-1	6	11	180
-1	6	12	180
-1	6	13	180
-1	6	14	180
-1	6	15	180
-1	6	16	180
-1	6	17	180
-1	5	0	270
-1	5	1	90
-1	5	2	180
-1	5	3	180
-1	5	4	180
-1	5	5	180
-1	5	6	180
-1	5	7	90
-1	5	8	90
-1	5	9	180
-1	5	10	180
-1	5	11	180
-1	5	12	180
-1	5	13	0
-1	5	14	180
-1	5	15	180
-1	5	16	180
-1	5	17	180
-1	4	0	270
-1	4	1	180
-1	4	2	180
-1	4	3	180
-1	4	4	180
-1	4	5	180
-1	4	6	180
-1	4	7	180
-1	4	8	180
-1	4	9	270
-1	4	10	180
-1	4	11	180
-1	4	12	180
-1	4	13	180
-1	4	14	180
-1	4	15	180
-1	4	16	180
-1	4	17	180
-1	3	0	180
-1	3	1	270
-1	3	2	90
-1	3	3	180
-1	3	4	180
-1	3	5	180
-1	3	6	180
-1	3	7	180
-1	3	8	180
-1	3	9	180
-1	3	10	180
-1	3	11	180
-1	3	12	180
-1	3	13	180
-1	3	14	180
-1	3	15	180
-1	3	16	180
-1	3	17	180
-1	2	0	180
-1	2	1	180
-1	2	2	180
-1	2	3	180
-1	2	4	270
-1	2	5	180
-1	2	6	180
-1	2	7	270
-1	2	8	180
-1	2	9	180
-1	2	10	270
-1	2	11	180
-1	2	12	180
-1	2	13	180
-1	2	14	270
-1	2	15	180
-1	2	16	270
-1	2	17	180
-1	1	0	90
-1	1	1	180
-1	1	2	180
-1	1	3	90
-1	1	4	180
-1	1	5	180
-1	1	6	180
-1	1	7	180
-1	1	8	180
-1	1	9	180
-1	1	10	180
-1	1	11	180
-1	1	12	180
-1	1	13	180
-1	1	14	180
-1	1	15	180
-1	1	16	180
-1	1	17	270
-1	0	0	180
-1	0	1	180
-1	0	2	180
-1	0	3	180
-1	0	4	270
-1	0	5	180
-1	0	6	270
-1	0	7	270
-1	0	8	180
-1	0	9	90
-1	0	10	180
-1	0	11	180
-1	0	12	180
-1	0	13	180
-1	0	14	180
-1	0	15	270
-1	0	16	270
-1	0	17	180

