X,Y,OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,DESCRIPTIO,HYPERLINK,NAME,PHOTOURL,ADDRESSFLO,ADDRESSUNI
103.737065907176245,1.339972860023878,82,90,,609958,Boon Lay Way,Community Club,http://one.pa.gov.sg/CRMSPortal/CRMSPortal.portal?_nfpb=true&_st=&_windowLabel=CRMSPortal_1&_urlType=render&_mode=view&wlpCRMSPortal_1_action=CMFPAOrgSelection&wlpCRMSPortal_1_ProgramType=1&_pageLabel=CRMSPortal_page_1,Yuhua CC,https://one.pa.gov.sg/CRMSPortal/photos/Common/Photos_of_BU/BU_5980.jpg,,
