X,Y,OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,DESCRIPTIO,HYPERLINK,LANDYADDRE,NAME,PHOTOURL,ADDRESSFLO,ADDRESSUNI
103.739542131737721,1.324488854378046,1,,,,,"[Currently undergoing revamp & relocating] The Singapore Coins and Notes Museum, is Singapore first and only museum dedicated to displaying currency.",http://www.singaporecoinsandnotesmuseum.com/the_news.php,34080.96260000000,Singapore Coins & Notes Museum,http://www.museums.com.sg/~/media/mrt/about%20us%20images/singapore%20coins.jpg,,
